"featid","Key","Official.Name","Display.Name","System.Name","Asset.Number","Facilities.Code","Architect","Style","Location","Affiliation","Category","Primary.Use","UBC.Code","Planning","Condition","Operations","Ownership","Financing","Address","City","County","State","Zip.Code","Country","Address.Code","City.Code","County.Code","Floors","Height","Footprint","Perimeter","Basic.Gross","C.U.Gross","Circulation","Custodial","Mechanical","Parking","Toilet","Non.Assigned","Assignable","Space.Count","Net.Usable","Structural","Outside.Gross","Related.Gross","Maintained.Gross","Janitorized","Constructed","Occupied","Renovated","Vacated","Demolished","Construction","Capitalized","Replacement","Last.Reviewed","Prim..Usage..Percent.of.Net.Useable.","Primary.Usage..Type.","Prmary.Usage..SF.","Top.Org.with.Most.Space","Source...Campus.Steam.Loop","Sec..Usage..Percent.","Source...Campus.CHW.Loop","Secondary.Usage..Type.","Secondary.Usage..SF.","Dept..with.Most.Space","CAAN","CHW.Metered","Steam.Metered","Floor.Plans.PDF","Floor.Plans.DWG"
1039,NA,"Agronomy Dry Shed","Agronomy Dry Shed","AGRON DRY SH","4154","N022",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","2430 Hutchison Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,11,480,0,480,0,0,0,0,0,0,0,384,1,384,96,480,480,480,384,1967,"1967-09-01T07:00:00Z",NA,NA,NA,0,5894,175712,NA,100,"Special",384,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"PLANT SCIENCES","4154","No","No","4154","4154"
1040,NA,"Dairy Field Recreation Storage Building","Dairy Field Recreation Storage Building","DAIRY FLDSTR","4988",NA,NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","STR - Storage","3 - Ordinary Masonry","P - Permanent","1 - New, built within the past 5 years","X - Zero ASF defaults to Other Funds OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","171 Dairy Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,0,0,540,0,0,0,0,0,0,0,515,1,515,25,540,540,540,515,2012,"2013-01-04T08:00:00Z",NA,NA,NA,0,0,296187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4988",NA,NA,"4988","4988"
1041,NA,"Baseball Field Press Box","Baseball Field Press Box","BSBALL PRESS","4796","D077",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","5 - Wood Frame","P - Permanent","2 - Good","F - Zero ASF defaults to Student Fee OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","Core Campus","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,25,540,0,540,0,0,0,0,0,0,0,465,2,465,75,540,540,540,465,2002,"2002-08-01T07:00:00Z",NA,NA,NA,0,262379,197676,NA,100,"Athletics / Recreation",465,"VC STUDENT AFFAIRS","No",NA,"No",NA,NA,"INTERCOLLEGIATE ATHLETICS","4796","No","No","4796","4796"
1042,NA,"Dome  7","Dome  7","DOME  7","4408","F139",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","397 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","397 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4408","No","No","4408","4408"
1043,NA,"Maple Cottage","Maple Cottage","MAPLE","3940","E036",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","STR - Storage","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","474 La Rue Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,430,0,430,0,0,0,0,0,0,0,414,2,414,16,430,430,430,414,1922,"1922-06-01T07:00:00Z",NA,NA,NA,0,986,255993,NA,54,"Laboratory",222,"ADMINISTRATIVE AND RESOURCE MANAGEMENT","No",46,"No","Storage",192,"CAMPUS ARBORETUM","3940","No","No","3940","3940"
1044,NA,"Lath House Grounds","Lath House Grounds","LATH GRNDS","3384","C038",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","239 Cushing Way","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,552,0,586,0,0,0,0,0,0,0,529,2,529,57,586,586,586,529,1996,"1996-10-01T07:00:00Z",NA,NA,NA,0,0,300179,NA,100,"Office",529,"ADMINISTRATIVE AND RESOURCE MANAGEMENT","No",NA,"No",NA,NA,"O&M:GROUNDS SERVICES","3384","No","No","3384","3384"
1045,NA,"Dome  5","Dome  5","DOME  5","4406","F137",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","337 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","337 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4406","No","No","4406","4406"
1046,NA,"Recreation Pool Chemical Storage","Recreation Pool Chemical Storage","REC CHEM ST","4862","F242",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1021 Extension Center Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,0,0,514,0,0,0,0,0,0,0,500,4,500,14,514,514,514,500,2007,"2007-07-01T07:00:00Z",NA,NA,NA,0,392204,188158,NA,100,"Athletics / Recreation",500,"VC STUDENT AFFAIRS","No",NA,"No",NA,NA,"CAMPUS RECREATION","4862","No","No","4862","4862"
1047,NA,"Landfill Scale","Landfill Scale","LNDFL SCALE","4682","S033",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","28068 County Road 98","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,515,0,515,0,0,0,0,0,0,0,439,4,439,76,515,515,515,439,1996,"1996-10-01T07:00:00Z",NA,NA,NA,0,45970,258103,NA,85,"Office",373,"ADMINISTRATIVE AND RESOURCE MANAGEMENT","No",15,"No","Storage",66,"UTILITIES SERVICES","4682","No","No","4682","4682"
1048,NA,"Head House Grounds","Head House Grounds","HD H GRNDS","3335","C037",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","5 - Wood Frame","O - Obsolete","5 - Untenable","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","233 Cushing Way","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,10,1139,0,1139,0,0,0,0,0,0,0,1006,6,1006,133,1139,1139,1139,1006,1955,"1955-12-01T08:00:00Z",NA,NA,NA,0,9308,583453,"2012-04-03T07:00:00Z",100,"Office",1006,"ADMINISTRATIVE AND RESOURCE MANAGEMENT","No",NA,"No",NA,NA,"O&M:GROUNDS SERVICES","3335","No","No","3335","3335"
1049,NA,"Phytotron","Phytotron","PHYTO","3752","F119",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","202 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,19,500,0,500,0,0,0,0,0,0,0,192,1,192,308,500,500,500,192,1959,"1959-07-01T07:00:00Z",NA,NA,NA,0,7319,183033,NA,100,"Greenhouse",192,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","3752","No","No","3752","3752"
1050,NA,"Dome  4","Dome  4","DOME  4","4405","F136",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","331 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","331 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4405","No","No","4405","4405"
1051,NA,"Environmental Horticulture Trailer # 1","Environmental Horticulture Trailer # 1","EH TRAILER","4164","C064",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","GEN - General Academic / Administrative Use","5 - Wood Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","204 Arboretum Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,11,2132,0,2341,204,456,0,0,0,0,456,1671,11,2127,214,2545,2443,2443,2127,1967,"1967-09-01T07:00:00Z",NA,NA,NA,0,1709,1497252,"2012-08-14T07:00:00Z",24,"Unclassified",486,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",21,"No","Circulation",418,"PLANT SCIENCES","4164","No","No","4164","4164"
1052,NA,"Plant Pathology Research Office Trailer","Plant Pathology Research Office Trailer","PP RS OFF TR","4804","J021",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","5 - Wood Frame","R - Relocatable","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","UP - UC Owned, UC Purchased","SEUN - State-Eligible Unfunded OMP","1093 Old Davis Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,0,0,480,0,0,0,0,0,0,0,412,1,412,68,480,480,480,412,1996,"2010-09-20T07:00:00Z",NA,NA,NA,0,33037,350843,NA,100,"Laboratory",412,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"PLANT PATHOLOGY","4804","No","No","4804","4804"
1053,NA,"Primate Controlled Environment Facility (CEF)","Primate Controlled Environment Facility (CEF)","PRIM CEF","4881","S048",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UP - UC Owned, UC Purchased","STND - Standard OMP Funding Eligibility (based on program)","208 North Colony Road","Davis","Yolo","CA",NA,"USA","COUNTY ROAD 98",1475,57,1,0,0,0,300,0,0,0,261,0,0,261,0,0,261,39,300,300,300,261,2008,"2008-11-30T08:00:00Z",NA,NA,NA,0,279422,0,"2013-07-25T07:00:00Z",100,"Mechanical",295,NA,"No",NA,"No",NA,NA,NA,"4881","No","No","4881","4881"
1054,NA,"Plant Pathology Research Storage Trailer","Plant Pathology Research Storage Trailer","PP RS STR TR","4922","J045",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","STR - Storage","5 - Wood Frame","R - Relocatable","1 - New, built within the past 5 years","X - Zero ASF defaults to Other Funds OMP Eligibility","UP - UC Owned, UC Purchased","X100 - OMP 100% Other Funding","1095 Old Davis Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,0,0,480,0,0,0,0,0,0,0,420,1,420,60,480,480,480,420,2010,"2010-10-13T07:00:00Z",NA,NA,NA,51000,29248,350843,NA,100,"Laboratory",420,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"PLANT PATHOLOGY","4922","No","No","4922","4922"
1055,NA,"Dome  2","Dome  2","DOME  2","4403","F134",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","319 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","319 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4403","No","No","4403","4403"
1056,NA,"Dome 13","Dome 13","DOME 13","4414","F145",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","355 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","355 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4414","No","No","4414","4414"
1057,NA,"Dome 10","Dome 10","DOME 10","4411","F142",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","379 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","379 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4411","No","No","4411","4411"
1058,NA,"Pomology Field House E","Pomology Field House E","PFH E","3829","Q007",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","269 Hopkins Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,11,292,0,36,256,0,0,0,0,0,0,265,2,265,-229,292,164,164,265,1963,"1963-07-01T07:00:00Z",NA,NA,NA,0,2211,60035,NA,100,"Special",265,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"PLANT SCIENCES","3829","No","No","3829","3829"
1059,NA,"Toomey Restrooms","Toomey Restrooms","TOOMEY RR","3714B","B004",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","REC - Athletics & Recreation","5 - Wood Frame","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","175-A Stadium Way","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,10,486,0,438,48,0,0,0,0,324,324,55,1,379,59,486,462,462,379,1957,"1957-06-01T07:00:00Z",NA,NA,NA,0,3076,202612,NA,85,"Toilet",324,"COLLEGE OF LETTERS AND SCIENCE","No",15,"No","Storage",55,"PHYSICAL EDUCATION PROGRAM","3714B","No","No","3714B","3714B"
1060,NA,"Dome 14","Dome 14","DOME 14","4415","F146",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","349 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","349 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4415","No","No","4415","4415"
1061,NA,"Dome 15","Dome 15","DOME 15","4416","F147",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","373 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","373 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4416","No","No","4416","4416"
1062,NA,"Dome  6","Dome  6","DOME  6","4407","F138",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","343 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","343 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4407","No","No","4407","4407"
1063,NA,"Greenhouse #622","Greenhouse #622","GRHS 622","4537","E136",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","4 - Incombustible Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","454 La Rue Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,16,473,0,444,0,0,0,0,0,0,0,400,1,400,44,444,444,444,400,1983,"1983-09-01T07:00:00Z",NA,NA,NA,0,33775,162533,NA,100,"Greenhouse",400,"ADMINISTRATIVE AND RESOURCE MANAGEMENT","No",NA,"No",NA,NA,"CAMPUS ARBORETUM","4537","No","No","4537","4537"
1064,NA,"Dome 12","Dome 12","DOME 12","4413","F144",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","361 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","361 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4413","No","No","4413","4413"
1065,NA,"Dome 11","Dome 11","DOME 11","4412","F143",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","367 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","367 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4412","No","No","4412","4412"
1066,NA,"IET Environmental Control 2 UCDNet2","IET Environmental Control 2 (UCDNet2)","IET CNTRL 2","4777","P046",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","MEC - Mechanical","3 - Ordinary Masonry","P - Permanent","1 - New, built within the past 5 years","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","SEUN - State-Eligible Unfunded OMP","266 Hopkins Road","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,0,0,500,0,0,0,447,0,0,447,0,0,447,53,500,500,500,447,2010,"2010-07-01T07:00:00Z",NA,NA,NA,0,119125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4777",NA,NA,"4777","4777"
1067,NA,"Dome  9","Dome  9","DOME  9","4410","F141",NA,NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","385 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","385 ORCHARD PARK CIR",1475,57,1,0,535,0,535,0,0,0,0,0,0,0,515,1,515,20,535,535,535,515,1972,"1972-10-01T07:00:00Z",NA,NA,NA,0,9985,0,NA,100,"Unclassified",515,"OPERATING BUDGET","No",NA,"No",NA,NA,"CENTRALLY MANAGED SPACE (ASF)","4410","No","No","4410","4410"
1068,NA,"Greenhouse #059","Greenhouse #059","GRHS 059","4183","J033",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1159 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,445,0,445,0,0,0,0,0,0,0,400,1,400,45,445,445,445,400,1967,"1967-06-01T07:00:00Z",NA,NA,NA,0,4800,162899,NA,100,"Greenhouse",400,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","4183","No","No","4183","4183"
1069,NA,"Greenhouse #060","Greenhouse #060","GRHS 060","4184","J034",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1163 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,445,0,445,0,0,0,0,0,0,0,400,1,400,45,445,445,445,400,1967,"1967-06-01T07:00:00Z",NA,NA,NA,0,4500,162899,NA,100,"Greenhouse",400,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"CENTRALIZED GREENHOUSE","4184","No","No","4184","4184"
1070,NA,"Aquaculture Facility Trailer","Aquaculture Facility Trailer","ACF TRLR","4478","S025",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","5 - Wood Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UP - UC Owned, UC Purchased","STND - Standard OMP Funding Eligibility (based on program)","830 Wildlife Way","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,480,0,480,0,0,0,0,0,0,0,440,1,440,40,480,480,480,440,1978,"1978-07-01T07:00:00Z",NA,NA,NA,0,3474,245880,NA,100,"Office",440,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"CTR FOR AQUATIC BIOLOGY AND AQUACULTURE","4478","No","No","4478","4478"
1071,NA,"Lath House 020","Lath House 020","LATH 020","4283","F131",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","252 Orchard Park Drive","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,500,0,0,500,0,0,0,0,0,0,490,1,490,-490,500,250,250,490,1969,"1969-03-01T08:00:00Z",NA,NA,NA,0,2993,91516,NA,100,"Special",490,"COLLEGE OF BIOLOGICAL SCIENCES","No",NA,"No",NA,NA,"PLANT BIOLOGY","4283","No","No","4283","4283"
1072,NA,"Greenhouse #061","Greenhouse #061","GRHS 061","4185","J035",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UC - UC Owned, UC Constructed","STND - Standard OMP Funding Eligibility (based on program)","1167 Old Davis Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,0,420,0,420,0,0,0,0,0,0,0,400,1,400,20,420,420,420,400,1967,"1967-06-01T07:00:00Z",NA,NA,NA,0,4500,153748,NA,100,"Greenhouse",400,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"PLANT SCIENCES","4185","No","No","4185","4185"
1073,NA,"HC 2 Garage","HC 2 Garage","HC 2 GAR","3587","M010",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","3 - Ordinary Masonry","P - Permanent","3 - Fair","S - Zero ASF defaults to 100% State OMP Eligibility","UP - UC Owned, UC Purchased","STND - Standard OMP Funding Eligibility (based on program)","2345 Brooks Road","Davis (Solano)","Solano","CA",NA,"USA","CORE CAMPUS",1474,48,1,14,210,0,210,0,0,0,0,0,0,0,180,1,180,30,210,210,210,180,1952,"1952-06-01T07:00:00Z",NA,NA,NA,0,3400,92096,NA,100,"Storage",180,"COLLEGE OF AG & ENVIRONMENTAL SCIENCES","No",NA,"No",NA,NA,"WILDLIFE, FISH, & CONSERVATION BIOLOGY","3587","No","No","3587","3587"
1074,NA,"Grounds Trailer 1","Grounds Trailer 1","GR TRLR 1","4866","C119",NA,NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","5 - Wood Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","UP - UC Owned, UC Purchased","STND - Standard OMP Funding Eligibility (based on program)","243 Cushing Way","Davis","Yolo","CA",NA,"USA","CORE CAMPUS",1475,57,1,0,0,0,440,0,0,0,0,0,28,28,336,3,364,76,440,440,440,364,2007,"2007-11-30T08:00:00Z",NA,NA,NA,0,82039,225390,NA,92,"Office",336,"ADMINISTRATIVE AND RESOURCE MANAGEMENT","No",8,"No","Toilet",28,"O&M:GROUNDS SERVICES","4866","No","No","4866","4866"
