"bldgKey","officialName","primaryDisplay","assetNumber","facilitiesCode","ucdhsBldgNum","location","affiliation","category","primaryUse","address","city","county","state","zip","countryCode","addressCode","latitude","longitude","occupied","onOffCampus","cefaName","cefaFireResistConsTypCd","planning","condition","defaultOMPElig","ompEligMethod","ownership","floors","height","footprint","perimeter","basicGross","cuGross","circulation","custodial","mechanical","parking","toilet","nasf","asf","spaceCount","netUsable","structural","outsideGross","relatedGross","maintainedGross","janitorized","constructed","renovated","vacated","demolished","ompEligSummary"
"DV-01-001226","D. Gould and Virginia Bowley Plant Science Teaching Facility","Bowley Plant Science Teaching Facility","4729","G083",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","Core Campus","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53848,-121.76392,"2001-01-01","ON-CAMPUS","BWLY PLNT SC","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,26,5650,NA,5650,0,285,53,415,0,235,988,4207,10,5195,455,5650,5650,5650,5195,"2001-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001239","Plant & Environmental Sciences Building","Plant & Environmental Sciences","4726","B075",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","387 North Quad","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54343,-121.75203,"2002-01-15","ON-CAMPUS","PLNT&ENV SCI","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",4,71,40149,NA,140394,1639,25792,531,22003,0,1567,49893,74191,260,124084,16310,142033,141214,141214,124084,"2002-01-15",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 99.7% / Fees 0.0% / Other 0.3%"
"DV-01-001240","Primate Center Office Addition","Primate Office Addition","4709","S037",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","174 North Colony Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",NA,NA,"2002-01-01","ON-CAMPUS","PRIM OFC ADN","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,1660,NA,1660,0,228,0,0,0,0,228,1163,12,1391,269,1660,1660,1660,1391,"2002-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001241","Student Affairs Annex","Student Affairs Annex","4783","D088",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","473 Beckett Hall Circle","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54474,-121.75456,"2002-01-01","ON-CAMPUS","STDT AFF ANX","5 - Wood Frame","R - Relocatable","2 - Good","F - Zero ASF defaults to Student Fee OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,11,4980,NA,4980,0,1200,53,0,0,118,1371,3140,21,4511,469,4980,4980,4980,4511,"2002-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 98.6% / Other 1.4%"
"DV-01-001519","Bowley Head House (Core Greenhouse)","Bowley Head House","4758","G084",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","1212 Extension Center Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53823,-121.76422,"2001-01-01","ON-CAMPUS","BOWLEY HH","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,26,5450,NA,5450,0,0,0,0,0,0,0,5296,4,5296,154,5450,5450,5450,5296,"2001-01-11",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001520","Utilities Headquarters","Utilities Headquarters","4779","G122",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","740 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53382,-121.75993,"2001-01-10","ON-CAMPUS","UTILITIES HQ","5 - Wood Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","NL - UC Lease or Rental",1,NA,5040,NA,5040,0,444,0,0,0,151,595,4195,18,4790,250,5040,5040,5040,4790,"2001-01-10",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001523","Robert and Margrit Mondavi Center for the Performing Arts","CFA Mondavi","4722","C112",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPC - Special Use","523 Mrak Hall Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.5344,-121.74916,"2002-01-11","ON-CAMPUS","CFA MONDAVI","2 - Heavy Timber","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",4,198,63946,NA,185500,4125,34485,293,11067,0,3291,49136,56518,133,105654,79846,189625,187563,187563,105654,"2002-01-11",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001525","Vet Med Laboratory Facility Large Animal Holding","Vet Med Laboratory Facility Large Animal Holding","4789","G126",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1450 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53109,-121.76664,"2002-01-23","ON-CAMPUS","VM LF LG AN","2 - Heavy Timber","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,7168,NA,7168,0,2117,0,504,0,0,2621,4268,15,6889,279,7168,7168,7168,6889,"2002-01-23",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001526","Ira W. 'Gary' Gourley Clinical Teaching Center","Gourley Clinical Teaching Center","4795","G125",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","SPC - Special Use","1490 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53158,-121.76688,"2002-01-23","ON-CAMPUS","GOURLEY","2 - Heavy Timber","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,40,42726,NA,43346,414,7412,141,2317,0,520,10390,29272,53,39662,3684,43760,43553,43553,39662,"2002-01-23",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 99.8% / Fees 0.0% / Other 0.2%"
"DV-01-001533","Plant Reproductive Biology Facility (formerly Gennome Launch Facility)","Plant Reproductive Biology Facility","4787","G123",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","Core Campus","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53866,-121.76331,"2003-01-28","ON-CAMPUS","PLANT REPROD","2 - Heavy Timber","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,27,21898,NA,20871,0,2033,45,776,0,365,3219,16141,45,19360,1511,20871,20871,20871,19360,"2003-01-28",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001534","Eichhorn Family House","Eichhorn Family House","4791","A064",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","152 Old Davis Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54039,-121.7441,"2003-01-01","ON-CAMPUS","EICHHORN","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,20,3064,NA,2683,381,449,0,0,0,75,524,1781,11,2305,378,3064,2874,2874,2305,"2003-01-07",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001543","Center for the Arts Administration Building","CFA Administration Building","4731","C113",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","342 Arboretum Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53413,-121.74987,"2004-01-24","ON-CAMPUS","CFA ADMIN","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,32,9045,NA,9232,649,287,143,238,0,232,900,7255,21,8155,1077,9881,9557,9557,8155,"2004-01-24",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001547","Center for Companion Animal Health (CCAH)","Center for Companion Animal Health","4805","G127",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1115 Vet Med Circle","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53099,-121.76322,"2004-01-01","ON-CAMPUS","CTR COMP ANM","2 - Heavy Timber","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,43,18639,NA,35308,2889,8504,58,1902,0,461,10925,19144,96,30069,5239,38197,36753,36753,30069,"2004-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001549","Intercollegiate Athletics Annex Trailer","Intercollegiate Athletics Annex Trailer","4834","B076",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","195 Stadium Way","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",NA,NA,"2004-01-08","ON-CAMPUS","ICA ANNEX TR","5 - Wood Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,18,1440,NA,1440,0,0,0,0,0,0,0,1224,1,1224,216,1440,1440,1440,1224,"2004-01-08",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 100.0% / Other 0.0%"
"DV-01-001550","Geotechnical Modeling Facility","Geotechnical Modeling Facility","4813","N058",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","Core Campus","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",NA,NA,"2003-01-29","ON-CAMPUS","GEOTEC MODEL","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,5049,NA,5049,0,0,0,206,0,154,360,4411,12,4771,278,5049,5049,5049,4771,"2003-01-29",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001551","Genome and Biomedical Sciences Facility","Genome & Biomedical Sciences Facility","4786","G124","315","03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","451 Health Sciences Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53512,-121.76519,"2004-01-10","ON-CAMPUS","GENOME & BIO","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","GS13 - Garamendi: OMP State Eligibility 1/3","UC - UC Owned, UC Constructed",7,96,34098,NA,228428,2467,40176,881,12036,0,2680,55773,132223,414,187996,40432,230895,229662,229662,187996,"2004-01-10",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 33.3% / Fees 0.0% / Other 66.7%"
"DV-01-001553","Sciences Lab Building","Sciences Lab Building","4792","D090",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","GEN - General Academic / Administrative Use","505 Hutchison Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53982,-121.75479,"2005-01-05","ON-CAMPUS","SCIENCES LAB","2 - Heavy Timber","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",4,112,43308,NA,139593,2237,25509,710,8768,0,1923,36910,87008,172,123918,15675,141830,140712,140712,123918,"2005-01-04",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001554","Sciences Lab Lecture Hall","Sciences Lab Lecture Hall","4803","D091",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","CLS - Classroom","555 Hutchison Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53945,-121.75587,"2005-01-05","ON-CAMPUS","SCIENCES LEC","3 - Ordinary Masonry","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,64,11339,NA,11337,1194,2234,226,1112,0,620,4192,5791,5,9983,1354,12531,11934,11934,9983,"2005-01-04",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001557","Claire Giannini Hoffman Equine Athletic Performance Laboratory","Vet Med Equine Athletic Performance Lab","4820","G131",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","LAB - Lab / Research","1385 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53108,-121.76589,"2005-01-14","ON-CAMPUS","VM EQUINE LB","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,16,10263,NA,10263,301,1173,52,735,0,108,2068,7475,15,9543,720,10564,10414,10414,9543,"2005-01-14",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001559","Activities and Recreation Center","Activities and Recreation Center","4799","D092",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","REC - Athletics & Recreation","760 Orchard Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54291,-121.75965,"2002-01-15","ON-CAMPUS","ARC","1 - Fire Resistive","P - Permanent","2 - Good","F - Zero ASF defaults to Student Fee OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,52,123189,NA,154704,6832,21902,329,2523,0,1411,26165,118147,100,144312,10392,161536,158120,158120,144312,"2002-01-15",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.1% / Fees 99.9% / Other 0.0%"
"DV-01-001560","Wildlife Health Center Trailer","Wildlife Health Center Trailer","4808","H326",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","UNK - Unclassified","565 Feline Road","Davis","Solano","CA","95616-5270","USA","CORE CAMPUS",38.52036,-121.75591,"2002-01-15","ON-CAMPUS","WLDLF HL TR","5 - Wood Frame","R - Relocatable","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UP - UC Owned, UC Purchased",1,NA,1440,NA,1440,0,0,0,0,0,88,88,1123,7,1211,229,1440,1440,1440,1211,"2002-01-15",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001562","Segundo North - Henry Alder Hall","Segundo North - Henry Alder Hall","4801","D093",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","1081 La Rue Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54585,-121.75835,"2003-01-20","ON-CAMPUS","SEGN ALDER","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",4,61,9891,NA,33778,3884,2090,116,1019,0,130,3355,21475,121,24830,8948,37662,35720,35720,24830,"2003-01-20",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-001563","Segundo North - OE Thompson Hall","Segundo North - OE Thompson Hall","4806","D094",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","1087 La Rue Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54597,-121.75777,"2003-01-20","ON-CAMPUS","SEGN THOMPSN","4 - Incombustible Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",4,60,10933,NA,42071,2373,2063,119,969,0,351,3502,26140,141,29642,12429,44444,43258,43258,29642,"2003-01-20",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-001564","Segundo North - R. Bryan Miller Hall","Segundo Miller","4807","D095",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","1079 La Rue Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54586,-121.75719,"2003-01-20","ON-CAMPUS","SEGN MILLER","1 - Fire Resistive","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",4,60,9156,NA,35345,2045,1997,142,1468,0,106,3713,21156,110,24869,10476,37390,36368,36368,24869,"2003-01-20",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-001565","Schaal Aquatic Center","Schaal Aquatic Center","4790","G129",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","UNK - Unclassified","426 Vet Med Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.535,-121.76193,"2004-01-15","ON-CAMPUS","SCHAAL AQUA","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,16,6056,NA,6056,0,0,93,0,0,414,507,4801,16,5308,748,6056,6056,6056,5308,"2004-01-15",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 100.0% / Other 0.0%"
"DV-01-001566","Transportation and Parking Services","Transportation and Parking Services","4828","D098",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","623 Kleiber Hall Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.5408,-121.75858,"2005-01-15","ON-CAMPUS","TAPS","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,NA,13624,NA,22563,0,2504,115,733,0,1103,4455,14489,70,18944,3619,22563,22563,22563,18944,"2005-01-15",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 45.4% / Fees 0.0% / Other 54.6%"
"DV-01-001567","Segundo Dining Commons","Segundo Dining Commons","4802","D096",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","663 Sprockett Bikeway","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.54394,-121.75809,"2005-01-20","ON-CAMPUS","SEG DINE COM","4 - Incombustible Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,46652,NA,45650,2124,1810,35,254,0,628,2727,39058,63,41785,3865,47774,46712,46712,41785,"2005-01-20",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-001570","Patricia Kearney Hall (Tercero South 1)","Kearney Hall","4824","E177",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","352 Dairy Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53584,-121.75832,"2005-01-15","ON-CAMPUS","TECS1KEARNEY","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",4,NA,14738,NA,56455,171,13865,0,1509,0,0,15374,35264,210,50638,5817,56626,56541,56541,50638,"2005-01-15",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-001571","Robert Laben Hall (Tercero South 2)","Laben Hall","4825","E178",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","376 Dairy Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53544,-121.75832,"2005-01-15","ON-CAMPUS","TECS2 LABEN","5 - Wood Frame","P - Permanent","2 - Good","X - Zero ASF defaults to Other Funds OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",4,NA,14142,NA,56385,177,14340,128,1248,0,117,15833,34409,202,50242,6143,56562,56474,56474,50242,"2005-01-15",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-001572","Watershed Science Facility","Watershed Science Facility","4833","E176",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","425 La Rue Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53479,-121.75262,"2005-01-24","ON-CAMPUS","WATERSHED SC","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","SEUN - State-Eligible Unfunded OMP","UC - UC Owned, UC Constructed",2,30,9226,NA,18288,206,3950,80,796,0,549,5375,11004,39,16379,1909,18494,18391,18391,16379,"2005-01-24",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001573","Mathematical Sciences Building","Mathematical Sciences Building","4821","E175",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","OFF - Academic / Administrative Office","399 Crocker Lane","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53588,-121.75273,"2005-01-15","ON-CAMPUS","MATH SCI","1 - Fire Resistive","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",4,55,17944,NA,65691,0,15500,322,1776,0,1877,19475,38293,201,57768,7923,65691,65691,65691,57768,"2005-01-15",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001575","Arboretum Rest Room & Storage Shed","Arboretum Rest Room & Storage Shed","4823","G132",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","SPT - Support","1010 Garrod Drive","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.52953,-121.76287,"2006-01-27","ON-CAMPUS","ARBORETUM RR","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,299,NA,300,0,0,0,0,0,110,110,136,1,246,54,300,300,300,246,"2006-01-27",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001581","Gladys Valley Hall (Vet Med Instructional Facility)","Valley Hall","4822","G133",NA,"03 - Davis","C - General Campus & Health Sciences","M - Health Science","CLS - Classroom","1149 Vet Med Mall","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53282,-121.7637,"2006-01-01","ON-CAMPUS","VALLEY","2 - Heavy Timber","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",2,NA,30067,NA,55664,1864,12400,166,1706,0,1349,15621,32741,74,48362,7302,57528,56596,56596,48362,"2006-01-01",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 99.5% / Fees 0.0% / Other 0.5%"
"DV-01-001582","Tercero Snack Bar (aka Trudy's)","Tercero Snack Bar (aka Trudy's)","4863","E182",NA,"03 - Davis","C - General Campus & Health Sciences","R - Residential","STH - Student Housing","611 Tercero Hall Bikeway","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53612,-121.75707,"2006-01-15","ON-CAMPUS","TEC SNACK","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,1774,NA,1774,394,0,0,0,0,0,0,1609,5,1609,165,2168,1971,1971,1609,"2006-01-15",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 0.0% / Fees 0.0% / Other 100.0%"
"DV-01-001583","Campus Cooperative Weather Station at Russell Ranch","Campus Cooperative Weather Station at Russell Ranch","4816","V041",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","27217 Kinsella Lane","Davis","Yolo","CA","95616-5270","USA","27217 KINSELLA LANE",NA,NA,"2006-01-17","ON-CAMPUS","RR WEATHER","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,114,NA,114,0,0,0,0,0,0,0,100,1,100,14,114,114,114,100,"2006-01-17",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001585","Contained Research Facility","Contained Research Facility","4784","Q085",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","LAB - Lab / Research","555 Hopkins Road","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53414,-121.79159,"2006-01-01","ON-CAMPUS","CONTAIND RES","2 - Heavy Timber","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,44,14425,NA,14547,0,2506,120,1810,0,208,4644,8026,40,12670,1877,14547,14547,14547,12670,"2004-01-17",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
"DV-01-001586","Warren & Leta Giedt Hall","Giedt Hall","4835","E179",NA,"03 - Davis","C - General Campus & Health Sciences","G - General","CLS - Classroom","186 Bioletti Way","Davis","Yolo","CA","95616-5270","USA","CORE CAMPUS",38.53772,-121.75546,"2007-01-12","ON-CAMPUS","GIEDT","5 - Wood Frame","P - Permanent","2 - Good","S - Zero ASF defaults to 100% State OMP Eligibility","STND - Standard OMP Funding Eligibility (based on program)","UC - UC Owned, UC Constructed",1,NA,15540,NA,15540,0,3248,90,825,0,649,4812,9793,12,14605,935,15540,15540,15540,14605,"2007-01-12",NA,NA,NA,"Official CAMPUS OMP Fall 2014: State 100.0% / Fees 0.0% / Other 0.0%"
